stop_id,stop_name,stop_lat,stop_lon,color
METROBUSL6-NTE45,Metrobús Norte 45,19.49635,-99.15975,E44599
METROBUSL6-LIND-VALLEJO,Metrobús Lindavista - Vallejo,19.49378,-99.14804,E44599
METROBUSL6-INSTPETRO,Metrobús Instituto del Petróleo,19.49315,-99.14517,E44599
METROBUSL6-BARTOLO,Metrobús San Bartolo,19.49196,-99.13911,E44599
METROBUSL6-IPN,Metrobús Instituto Politécnico Nacional,19.49043,-99.13265,E44599
METROBUSL6-RIOBAMBA,Metrobús Riobamba,19.48865,-99.1279,E44599
METROBUSL6-VILLA,Metrobús La Villa,19.48543,-99.1196,E44599
METROBUSL6-MISTERIOS,Metrobús De Los Misterios,19.48721,-99.11795,E44599
METROBUSL6-HOSPINFVILLA,Metrobús Hospital Infantil La Villa,19.48804,-99.1147,E44599
METROBUSL6-DELGAM,Metrobús Delegación Gustavo A. Madero,19.48389,-99.11234,E44599
METROBUSL6-MARTINCARR,Metrobús Martín Carrera,19.48204,-99.10534,E44599
METROBUSL6-HOSPGRALVILLA,Metrobús Hospital General La Villa,19.48037,-99.10119,E44599
METROBUSL6-GRANCANAL,Metrobús Gran Canal,19.47709,-99.09293,E44599
METROBUSL6-CASASALEMAN,Metrobús Casas Alemán,19.47432,-99.08837,E44599
METROBUSL6-PBLOARAGON,Metrobús Pueblo San Juan de Aragón,19.47101,-99.08636,E44599
METROBUSL6-LORETOFABE,Metrobús Loreto Fabela,19.4674,-99.08098,E44599
METROBUSL6-416PTE,Metrobús 416 Poniente,19.47252,-99.07938,E44599
METROBUSL6-482,Metrobús 482,19.46686,-99.07552,E44599
METROBUSL6-414,Metrobús 414,19.46843,-99.07159,E44599
METROBUSL6-DVOGALEANA,Metrobús Deportivo Los Galeana,19.47846,-99.07805,E44599
METROBUSL6-AMPLPROVID,Metrobús Ampliación Providencia,19.47985,-99.0753,E44599
METROBUSL6-VOLCANFUEGO,Metrobús Volcán de Fuego,19.47697,-99.07252,E44599
METROBUSL6-PRADERA,Metrobús La Pradera,19.47313,-99.06867,E44599
METROBUSL6-416OTE,Metrobús 416 Oriente,19.47114,-99.07091,E44599
METROBUSL6-COLBACH9,Metrobús Colegio de Bachilleres 9,19.4698,-99.065,E44599
METROBUSL6-FCOMORAZAN,Metrobús Francisco Morazán,19.46705,-99.06183,E44599
METROBUSL6-VILLARAGON,Metrobús Villa de Aragón,19.46492,-99.05952,E44599
METROBUSL7-GARRIDO0,Metrobús Garrido,19.4835,-99.11936,116633
METROBUSL7-TALISMAN0,Metrobús Av. Talismán,19.47899,-99.12108,116633
METROBUSL7-NECAXA0,Metrobús Necaxa,19.47648,-99.12203,116633
METROBUSL7-EXCELSIOR0,Metrobús Excélsior,19.47232,-99.1236,116633
METROBUSL7-ROBLESDZ0,Metrobús Robles Domínguez,19.46862,-99.12498,116633
METROBUSL7-CLAVE0,Metrobús Clave,19.46494,-99.12636,116633
METROBUSL7-MISTERIOS0,Metrobús Misterios,19.46239,-99.12732,116633
METROBUSL7-MDOBEET0,Metrobús Mercado Beethoven,19.45761,-99.12918,116633
METROBUSL7-PERALVILLO0,Metrobús Peralvillo,19.45371,-99.13081,116633
METROBUSL7-TRESCULT0,Metrobús Tres Culturas,19.45126,-99.13258,116633
METROBUSL7-GTACUI0,Metrobús Glorieta Cuitláhuac,19.44947,-99.13399,116633
METROBUSL7-GARIBALDI0,Metrobús Garibaldi,19.44486,-99.1387,116633
METROBUSL7-GTAVIOLETA0,Metrobús Glorieta Violeta,19.44155,-99.14234,116633
METROBUSL7-CABALLITO0,Metrobús El Caballito,19.43607,-99.14906,116633
METROBUSL7-PARIS0,Metrobús París,19.4326,-99.15615,116633
METROBUSL7-PALMA0,Metrobús La Palma,19.42851,-99.16479,116633
METROBUSL7-ANGEL0,Metrobús El Ángel,19.42665,-99.16876,116633
METROBUSL7-DIANA0,Metrobús La Diana,19.42563,-99.17092,116633
METROBUSL7-CHAPU0,Metrobús Chapultepec,19.42406,-99.17427,116633
METROBUSL7-GANDHI1,Metrobús Gandhi,19.42389,-99.18091,116633
METROBUSL7-ANTROPO0,Metrobús Antropología,19.42472,-99.18441,116633
METROBUSL7-AUDITORIO0,Metrobús Auditorio,19.42609,-99.19339,116633
METROBUSL7-CAMPOMARTE0,Metrobús Campo Marte,19.42703,-99.19946,116633
TRENLIGEROL1-XOCHIMILCO,Tren Ligero Xochimilco,19.25946,-99.10804,1F5AF0
TRENLIGEROL1-FCOGOITIA,Tren Ligero Francisco Goitia,19.26074,-99.11124,1F5AF0
TRENLIGEROL1-HUICHAPAN,Tren Ligero Huichapan,19.26445,-99.11863,1F5AF0
TRENLIGEROL1-LANORIA,Tren Ligero La Noria,19.26792,-99.12555,1F5AF0
TRENLIGEROL1-TEPEPAN,Tren Ligero Tepepan,19.27953,-99.13316,1F5AF0
TRENLIGEROL1-PERIFERICO,Tren Ligero Periférico Participación Ciudadana,19.28273,-99.13969,1F5AF0
TRENLIGEROL1-XOMALI,Tren Ligero Xomali,19.28871,-99.14674,1F5AF0
TRENLIGEROL1-HUIPULCO,Tren Ligero Huipulco,19.29749,-99.15069,1F5AF0
TRENLIGEROL1-EAZTECA,Tren Ligero Estadio Azteca,19.30183,-99.14706,1F5AF0
TRENLIGEROL1-ELVERGEL,Tren Ligero El Vergel,19.3072,-99.14307,1F5AF0
TRENLIGEROL1-TEXTITLAN,Tren Ligero Textitlán,19.31257,-99.14058,1F5AF0
TRENLIGEROL1-REGISTROFRAL,Tren Ligero Registro Federal,19.31795,-99.13879,1F5AF0
TRENLIGEROL1-NEZAHUALPILLI,Tren Ligero Nezahualpilli,19.32379,-99.13816,1F5AF0
TRENLIGEROL1-XOTEPINGO,Tren Ligero Xotepingo,19.32749,-99.13931,1F5AF0
TRENLIGEROL1-LAVIRGEN,Tren Ligero La Virgen,19.33171,-99.14062,1F5AF0
TRENLIGEROL1-CDJARDIN,Tren Ligero Ciudad Jardín,19.33573,-99.14186,1F5AF0
TRENLIGEROL1-LASTORRES,Tren Ligero Las Torres,19.34082,-99.14344,1F5AF0
TRENLIGEROL1-TASQUENA,Tren Ligero Tasqueña,19.34368,-99.14048,1F5AF0
CABLEBUSL2-CONST1917,Cablebus Constitución de 1917,19.34597,-99.0638,4EC3E0
CABLEBUSL2-QUETZALCOA,Cablebus Quetzalcóatl,19.32783,-99.04345,4EC3E0
CABLEBUSL2-TORRESBUENA,Cablebus Las Torres Buenavista,19.33179,-99.03083,4EC3E0
CABLEBUSL2-XALPA,Cablebus Xalpa,19.33617,-99.019,4EC3E0
CABLEBUSL2-LOMASESTANC,Cablebus Lomas de la Estancia,19.34083,-99.00811,4EC3E0
CABLEBUSL2-SANMIGUELTEO,Cablebus San Miguel Teotongo,19.34353,-98.98955,4EC3E0
CABLEBUSL2-STAMARTA,Cablebus Santa Marta,19.35952,-98.99398,4EC3E0
CABLEBUSL1-INDIOSVERDE,Cablebus Indios Verdes,19.49544,-99.12226,4EC3E0
CABLEBUSL1-STAMATICOMAN,Cablebus Santa María Ticomán,19.51167,-99.1338,4EC3E0
CABLEBUSL1-PASTORA,Cablebus La Pastora,19.52735,-99.1408,4EC3E0
CABLEBUSL1-CAMPOSREVOL,Cablebus Campos Revolución,19.54027,-99.14196,4EC3E0
CABLEBUSL1-TLALPEXCO,Cablebus Tlalpexco,19.54477,-99.12643,4EC3E0
CABLEBUSL1-CUAUTEPEC,Cablebus Cuautepec,19.55795,-99.13416,4EC3E0
SUBURBANOL1-BUENAVISTA,Suburbano Buenavista,19.44992,-99.15162,FF0000
SUBURBANOL1-FORTUNA,Suburbano Fortuna,19.49175,-99.17107,FF0000
SUBURBANOL1-TLALNEPAN,Suburbano Tlalnepantla,19.53574,-99.18413,FF0000
SUBURBANOL1-SANRAFAEL,Suburbano San Rafael,19.56526,-99.19496,FF0000
SUBURBANOL1-LECHERIA,Suburbano Lechería,19.59921,-99.18675,FF0000
SUBURBANOL1-TULTITLAN,Suburbano Tultitlán,19.63551,-99.18039,FF0000
SUBURBANOL1-CUAUTITLAN,Suburbano Cuautitlán,19.6671,-99.1763,FF0000
